snapshot_date,snapshot_month,updated_at,brand,inventoryGroup,sourceStore,locationName,locationId,productId,variantId,inventoryItemId,sku,variantTitle,price,shopifyUnitCost,productName,productType,vendor,productStatus,productTags,quantity,shopifySalesByMonth
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9811437158630,gid://shopify/ProductVariant/48152283021542,gid://shopify/InventoryItem/50244228874470,63-GG830-BL,Default Title,25.0,8.75,Lila Vintage Snaffle Cross-Body Accessory Bag,Left Overs,Cavali Club,active,"ALL COLLECTIVE, SUMMER BOX 2026",72,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9806354153702,gid://shopify/ProductVariant/48117583904998,gid://shopify/InventoryItem/50209437843686,CCWT12,12oz,25.0,5.05,Cavali Club Insulated Wine Tumbler,Left Overs,Cavali Club,active,ALL COLLECTIVE,207,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9807394078950,gid://shopify/ProductVariant/48123029356774,gid://shopify/InventoryItem/50214936379622,DCMC-BLUE,Blue,15.0,7.5,Dubois Cheval Mane Charm,Left Overs,Cavali Club,active,ALL COLLECTIVE,25,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9807394078950,gid://shopify/ProductVariant/48123029291238,gid://shopify/InventoryItem/50214936314086,DCMC-PINK,Pink,15.0,7.5,Dubois Cheval Mane Charm,Left Overs,Cavali Club,active,ALL COLLECTIVE,20,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9807394078950,gid://shopify/ProductVariant/48123029324006,gid://shopify/InventoryItem/50214936346854,DCMC-PURPLE,Purple,15.0,7.5,Dubois Cheval Mane Charm,Left Overs,Cavali Club,active,ALL COLLECTIVE,14,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9807394078950,gid://shopify/ProductVariant/48123029389542,gid://shopify/InventoryItem/50214936412390,DCMC-RED,Red,15.0,7.5,Dubois Cheval Mane Charm,Left Overs,Cavali Club,active,ALL COLLECTIVE,11,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/7220643102894,gid://shopify/ProductVariant/40693705113774,gid://shopify/InventoryItem/42789101699246,FALL302,Default Title,9.99,2.5,"""Foxy"" by Mare Modern Goods - Stationery Set",Left Overs,Mare Modern Goods,active,"ALL COLLECTIVE, fall, Fall Box 2021, home",50,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/7941206769894,gid://shopify/ProductVariant/43270309150950,gid://shopify/InventoryItem/45356499632358,FALL402,Default Title,99.99,16.2,Yagya Carry On Belt Bag,Left Overs,Cavali Club,active,ALL COLLECTIVE,1087,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8294301171942,gid://shopify/ProductVariant/43922730778854,gid://shopify/InventoryItem/46002047058150,FALL509,Default Title,10.0,4.5,Junior Mare Goods Bracelet,Left Overs,Cavali Club,active,ALL COLLECTIVE,25,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8842771497190,gid://shopify/ProductVariant/45366278160614,gid://shopify/InventoryItem/47446345711846,FALL601,Default Title,14.99,2.7,Leather Necklace,Left Overs,Cavali Club,active,"ALL COLLECTIVE, Fall Box 2024",178,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8850504843494,gid://shopify/ProductVariant/45383664763110,gid://shopify/InventoryItem/47463646232806,FALL603,Default Title,12.99,2.1,Colorful Necklace,Left Overs,Cavali Club,active,"ALL COLLECTIVE, Fall Box 2024, jewelry",23,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8880318939366,gid://shopify/ProductVariant/45485598179558,gid://shopify/InventoryItem/47566476017894,FALL604,Default Title,59.99,16.4,Throw Blanket,Left Overs,Cavali Club,active,"ALL COLLECTIVE, Fall Box 2024, home",137,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8956664545510,gid://shopify/ProductVariant/45747866730726,gid://shopify/InventoryItem/47833420038374,FALL605,Default Title,15.0,1.5,Baking Mold & Recipe Card,Left Overs,Cavali Club,active,"ALL COLLECTIVE, Fall Box 2024, home",6,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8956678176998,gid://shopify/ProductVariant/45747883606246,gid://shopify/InventoryItem/47833436979430,FALL606,Default Title,19.99,5.8,Children's Apron,Left Overs,Cavali Club,active,"ALL COLLECTIVE, Fall Box 2024, home",56,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9806234747110,gid://shopify/ProductVariant/48117011153126,gid://shopify/InventoryItem/50208865059046,FALL701,Default Title,18.99,4.3,Fox hunt design linen napkins set,Left Overs,Cavali Club,active,ALL COLLECTIVE,190,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9686816325862,gid://shopify/ProductVariant/47518633263334,gid://shopify/InventoryItem/49605463507174,GGHP4,Default Title,15.99,7.0,Armor Equestrian Gallop Glitter Hoof Polish,Left Overs,Armor Equestrian,active,ALL COLLECTIVE,25,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9807400239334,gid://shopify/ProductVariant/48123050131686,gid://shopify/InventoryItem/50214957285606,GVB,Default Title,13.99,7.0,"Good Vibe ""Equestrian"" Bracelet",Left Overs,Cavali Club,active,ALL COLLECTIVE,4,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9798019317990,gid://shopify/ProductVariant/48105459646694,gid://shopify/InventoryItem/50197264662758,PFBELT25,1.5 Inch,35.0,17.5,Belle & Bow Lexington Belt,Left Overs,Cavali Club,active,ALL COLLECTIVE,90,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9808125690086,gid://shopify/ProductVariant/48127228215526,gid://shopify/InventoryItem/50219139170534,PFRB24ML,M/L,55.0,30.0,Ruespari Junior Belt,Left Overs,Cavali Club,active,ALL COLLECTIVE,34,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9808125690086,gid://shopify/ProductVariant/48127228182758,gid://shopify/InventoryItem/50219139137766,PFRB24SM,S/M,55.0,30.0,Ruespari Junior Belt,Left Overs,Cavali Club,active,ALL COLLECTIVE,32,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9808137224422,gid://shopify/ProductVariant/48127268749542,gid://shopify/InventoryItem/50219179704550,PFS25,Default Title,19.99,12.0,Dreamers & Schemers X Cavali Club Pony Finals Socks,Left Overs,Cavali Club,active,ALL COLLECTIVE,69,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9808068411622,gid://shopify/ProductVariant/48126837424358,gid://shopify/InventoryItem/50218748379366,PGSSGREEN,Green,15.0,3.49,Equestrian Snaffle Bit Scarf 100% Silk,Left Overs,Cavali Club,active,ALL COLLECTIVE,70,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9808068411622,gid://shopify/ProductVariant/48126837391590,gid://shopify/InventoryItem/50218748346598,PGSSIVORY,Ivory,15.0,3.49,Equestrian Snaffle Bit Scarf 100% Silk,Left Overs,Cavali Club,active,ALL COLLECTIVE,29,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9811438764262,gid://shopify/ProductVariant/48152288919782,gid://shopify/InventoryItem/50244234805478,SALT10,Default Title,8.0,0.0,Redmond Table Salt,Left Overs,Cavali Club,active,"ALL COLLECTIVE, SUMMER BOX 2026",126,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8294294192358,gid://shopify/ProductVariant/43999379620070,gid://shopify/InventoryItem/46078545527014,SAN12345 sangria,Sangria,73.0,15.0,Equisite Elements of Style Le Cheval Scarf,Left Overs,Cavali Club,active,"ALL COLLECTIVE, apparel, home, rider",145,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8294294192358,gid://shopify/ProductVariant/43999379652838,gid://shopify/InventoryItem/46078545559782,SAN12345spice,Spice,73.0,15.0,Equisite Elements of Style Le Cheval Scarf,Left Overs,Cavali Club,active,"ALL COLLECTIVE, apparel, home, rider",40,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9807515058406,gid://shopify/ProductVariant/48123801108710,gid://shopify/InventoryItem/50215708623078,SCRNCHSET,Default Title,15.0,7.5,My Fancy Pony Scrunchy Set,Left Overs,Cavali Club,active,ALL COLLECTIVE,16,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8160950976742,gid://shopify/ProductVariant/43690966188262,gid://shopify/InventoryItem/45772808945894,SPR511,Default Title,14.99,6.12,Bettina Norton Throw Pillow Cases,Left Overs,Cavali Club,active,"ALL COLLECTIVE, home",51,"{""2026-08"":{""units"":4.0,""sales"":24.0}}"
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8160953204966,gid://shopify/ProductVariant/43690971857126,gid://shopify/InventoryItem/45772814614758,SPR512,Default Title,19.99,10.58,Bettina Norton Three Amigos Twin Pillow Casses,Left Overs,Cavali Club,active,"ALL COLLECTIVE, home",24,"{""2026-01"":{""units"":1.0,""sales"":39.99}}"
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8160948519142,gid://shopify/ProductVariant/43690962223334,gid://shopify/InventoryItem/45772804980966,SPR517,Default Title,79.0,14.1,Ruespari Gia Sunglasses,Left Overs,Cavali Club,active,ALL COLLECTIVE,95,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8473661112550,gid://shopify/ProductVariant/44389985222886,gid://shopify/InventoryItem/46469823267046,SPR602,Default Title,12.99,2.32,Cavali Club Coasters,Left Overs,Cavali Club,active,"ALL COLLECTIVE, home",65,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9789580345574,gid://shopify/ProductVariant/48090406781158,gid://shopify/InventoryItem/50182143639782,SPR702,Default Title,29.99,6.91,“Après Ride” Trucker Hat,Left Overs,Cavali Club,active,ALL COLLECTIVE,169,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9807524593894,gid://shopify/ProductVariant/48123831025894,gid://shopify/InventoryItem/50215738540262,STTT01,Default Title,15.0,3.5,Tumbling Tumbleweeds | Wool Dryer Balls,Left Overs,Cavali Club,active,"ALL COLLECTIVE, SPRING26",100,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/7761555194086,gid://shopify/ProductVariant/42863430893798,gid://shopify/InventoryItem/44957370777830,SUM403,Default Title,45.0,9.62,Dapple Bay x CC Packable Horse Show Blanket,Left Overs,Dapplebay,active,"ALL COLLECTIVE, fall, home, rider",74,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8284084601062,gid://shopify/ProductVariant/43902996414694,gid://shopify/InventoryItem/45982211703014,SUM503,Default Title,6.0,3.0,Equestrian Nail Wraps,Left Overs,Cavali Club,active,ALL COLLECTIVE,9,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8283098349798,gid://shopify/ProductVariant/43901783048422,gid://shopify/InventoryItem/45980998074598,SUM504,Default Title,19.99,8.6,Cavali Club Unicorn Towel,Left Overs,Cavali Club,active,"accessories, ALL COLLECTIVE, rider",29,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8283089993958,gid://shopify/ProductVariant/43901773119718,gid://shopify/InventoryItem/45980988145894,SUM505,Default Title,10.0,4.5,Mare Goods Mindfilly Band,Left Overs,Cavali Club,active,ALL COLLECTIVE,432,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8283097039078,gid://shopify/ProductVariant/43901781311718,gid://shopify/InventoryItem/45980996337894,SUM510,Default Title,6.0,2.75,Mare Goods Koozie,Left Overs,Cavali Club,active,ALL COLLECTIVE,52,"{""2026-01"":{""units"":1.0,""sales"":6.0}}"
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9806338982118,gid://shopify/ProductVariant/48117500346598,gid://shopify/InventoryItem/50209354252518,SUMTGREEN,Green,29.99,5.99,Cavali Club Beach Towel,Left Overs,Cavali Club,active,ALL COLLECTIVE,112,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9806338982118,gid://shopify/ProductVariant/48117500379366,gid://shopify/InventoryItem/50209354285286,SUMTPINK,Pink,29.99,5.99,Cavali Club Beach Towel,Left Overs,Cavali Club,active,ALL COLLECTIVE,75,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9789581820134,gid://shopify/ProductVariant/48090411237606,gid://shopify/InventoryItem/50182148096230,WIN25LTBL,"""Rodeo Bound""",20.0,10.0,ACE Equestrian Luggage Tag,Left Overs,Cavali Club,active,ALL COLLECTIVE,42,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/9789581820134,gid://shopify/ProductVariant/48090411204838,gid://shopify/InventoryItem/50182148063462,WIN25LTG,"""Next Stop Barrel Race""",20.0,10.0,ACE Equestrian Luggage Tag,Left Overs,Cavali Club,active,ALL COLLECTIVE,26,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8085650211046,gid://shopify/ProductVariant/43581703782630,gid://shopify/InventoryItem/45667691790566,WINTER406,Pink Floral,45.99,14.18,Schulz Equine Beat Bag,Left Overs,Cavali Club,active,ALL COLLECTIVE,8,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8085650211046,gid://shopify/ProductVariant/43581703815398,gid://shopify/InventoryItem/45667691823334,WINTER407,White Marble,45.99,14.18,Schulz Equine Beat Bag,Left Overs,Cavali Club,active,ALL COLLECTIVE,820,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8085656862950,gid://shopify/ProductVariant/44148905148646,gid://shopify/InventoryItem/46228465680614,WINTER412NB,Navy / Black,22.0,6.5,Veltri x Cavali Club Exclusive Darius Pouch,Left Overs,Cavali Club,active,ALL COLLECTIVE,3127,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8085656862950,gid://shopify/ProductVariant/44148905115878,gid://shopify/InventoryItem/46228465647846,WINTER412NS,Navy / Silver,22.0,6.5,Veltri x Cavali Club Exclusive Darius Pouch,Left Overs,Cavali Club,active,ALL COLLECTIVE,80,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8085650211046,gid://shopify/ProductVariant/43581703848166,gid://shopify/InventoryItem/45667691856102,WINTER413,Origami Horse,45.99,14.18,Schulz Equine Beat Bag,Left Overs,Cavali Club,active,ALL COLLECTIVE,8,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8085650211046,gid://shopify/ProductVariant/43581703880934,gid://shopify/InventoryItem/45667691888870,WINTER414,Wild Sunflower,45.99,14.18,Schulz Equine Beat Bag,Left Overs,Cavali Club,active,ALL COLLECTIVE,11,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8391436239078,gid://shopify/ProductVariant/44148868448486,gid://shopify/InventoryItem/46228428980454,WINTER500,Default Title,9.99,3.86,Cavali Club Beanie,Left Overs,Cavali Club,active,"accessories, ALL COLLECTIVE, apparel, rider",23,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8389103157478,gid://shopify/ProductVariant/44144190521574,gid://shopify/InventoryItem/46223751020774,WINTER502,Default Title,28.99,8.15,Bettina Norton Christmas Ornament,Left Overs,Cavali Club,active,"ALL COLLECTIVE, home",320,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8391394656486,gid://shopify/ProductVariant/44148802257126,gid://shopify/InventoryItem/46228362789094,WINTER505,Default Title,12.0,4.13,Fairy Lights,Left Overs,Cavali Club,active,"ALL COLLECTIVE, home",15,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Cavali Club HQ,gid://shopify/Location/76801245414,gid://shopify/Product/8385346404582,gid://shopify/ProductVariant/44130926624998,gid://shopify/InventoryItem/46210484732134,WINTER506,Default Title,14.99,6.9,"""Horse Girl Vibes"" Bracelet",Left Overs,Cavali Club,active,"accessories, ALL COLLECTIVE, jewelry, rider, winter, Winter Box 2023",15,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752947142886,gid://shopify/InventoryItem/48836280811750,KIT-7SC080-66S-121,"121 - deluxe black / 66"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752947470566,gid://shopify/InventoryItem/48836281139430,KIT-7SC080-66S-2021,"2021 - atlantis / 66"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752948125926,gid://shopify/InventoryItem/48836281794790,KIT-7SC080-66S-B,"B - Navy / 66"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752949108966,gid://shopify/InventoryItem/48836282777830,KIT-7SC080-66S-F,"F - Black / 66"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752948781286,gid://shopify/InventoryItem/48836282450150,KIT-7SC080-66S-H,"H - Harbor / 66"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752948453606,gid://shopify/InventoryItem/48836282122470,KIT-7SC080-66S-P,"P - Purple / 66"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",12,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752947175654,gid://shopify/InventoryItem/48836280844518,KIT-7SC080-69S-121,"121 - deluxe black / 69"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",1,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752947503334,gid://shopify/InventoryItem/48836281172198,KIT-7SC080-69S-2021,"2021 - atlantis / 69"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752947831014,gid://shopify/InventoryItem/48836281499878,KIT-7SC080-69S-A,"A - Hunter / 69"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752948158694,gid://shopify/InventoryItem/48836281827558,KIT-7SC080-69S-B,"B - Navy / 69"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752949141734,gid://shopify/InventoryItem/48836282810598,KIT-7SC080-69S-F,"F - Black / 69"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
2026-08-21,2026-08,2026-08-21T11:19:44.614129+00:00,Cavali,Collective,Cavali Shopify,Kensington via Shopify Collective,gid://shopify/Location/81412882662,gid://shopify/Product/9442688237798,gid://shopify/ProductVariant/46752948814054,gid://shopify/InventoryItem/48836282482918,KIT-7SC080-69S-H,"H - Harbor / 69"" w/small neck",369.99,258.99,"Survival Bundle: Light-Weight 80g Winter Horse Turnout Blanket, Neck Warmer & Blanket Storage Bag",Box,Kensington,active,"Kensington, Shopify Collective",0,{}
